username,display_name,description,location,followers_count,following_count,statuses_count,created_at,target_population,locals_vs_diaspora,person_vs_organization,iteration_added
1dish4theroad,Aaron Vallance,'Friday Night Chicken' - due 2027!  Shortlisted for Jane Grigson Trust award 2025. My blog (shortlisted Guild Food Writers award '20 '21 '23).,"London, England",5435.0,3587.0,2327.0,May 2016,0,2,1,2
alexvizorek,Alex Vizorek,"Humoriste belge...(c'est déjà drôle comme locution, je crois) Sur scène surtout, sur  @RTLFrance  et  @telematin  parfois, ailleurs occasionnellement.",,,2657.0,1381.0,January 2010,0,2,1,2
aicalliance_,AICA - Australian Iranian Community Alliance,Group of passionate Iranian Australians committed to shedding light on the glaring violations of fundamental human rights perpetrated by the Islamic Republic.,Australia,80.0,67.0,272.0,June 2023,1,0,0,2
ahlulbayt28,خادمة الحُسين💚⚑,-أشهَدُ أنَ علياً وَليُ الله . -نِذَرت لخِدمَة حسين عمري . -السَلامُ على آلِ بَيتِ رَسولِ الله . -السَلامُ عَليكَ يا أبا عبدِالله الحُسَين.,حَيثُ الحُسَين وَ العَبَاس,,276.0,1318.0,July 2020,2,2,2,2
30nahejazi,Sina Hejazi,Iranian singer,Islamic Republic of Iran,4400.0,16.0,297.0,April 2013,0,2,2,2
abdulsalamdoct,محمد المعمري,يمني يبحث عن وطن.!,اليمن,6.0,118.0,253.0,June 2025,2,2,2,2
ajplus,AJ+,"AJ+ is a unique digital news and storytelling project promoting human rights and equality, holding power to account, and amplifying the voices of the powerless.","Washington, DC",,247.0,1357.0,February 2010,0,2,0,2
110_m_ah_b,A.B.110,,,0.0,7.0,3.0,October 2024,2,2,2,2
32kennocha,Isis,Every moment is a fresh beginning.,"Buffalo, NY.",345.0,472.0,458.0,June 2013,2,2,2,2
abc7ny,Eyewitness News,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",New York City,,725.0,6158.0,October 2008,0,2,1,2
alexerventure,alexerventure,Entrepreneur,,446.0,6254.0,932.0,March 2008,0,2,2,2
agencecapa,CAPA,"Témoigner, décrypter, faire rêver, inventer : depuis plus de 30 ans, CAPA raconte le monde... avec un pas de côté. #CAPApresse #CAPAdrama  @CAPAcorporate","Paris, France",7920.0,612.0,5264.0,August 2009,0,2,0,2
_rosemark,Wolfy,So Vrémant po Nice,,8.0,127.0,482.0,December 2019,2,2,2,2
alanwake,Alan Wake 2,"Alan Wake 2 out now on the Epic Games Store, PS5, and Xbox Series X|S. By  @remedygames , presented by  @EpicPublishing . Alan Wake Remastered available now.",Bright Falls,,16.0,1465.0,March 2009,0,2,0,2
alcides,Alcides Fonseca,Typing types. Associate Professor at the University of Lisbon.,"Lisbon, Portugal",1893.0,2921.0,2203.0,April 2007,0,2,1,2
aliaref_,ali aref 🇮🇷,ما سر به سر فدایی دین محمدیم...ما را حسین خواند و به این لشکر آمدیم,,508.0,646.0,1334.0,April 2024,1,2,1,2
afghanlgbt,Afghan LGBT Organization (ALO),The first official organization for Afghan #LGBTQ+ people based in Czech Republic,Česká republika & Afghanistan,1190.0,401.0,216.0,June 2020,0,2,0,2
abasinfo,Abas Aslani | عباس اصلانی,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,تهران,1213.0,505.0,2528.0,July 2016,1,1,1,2
almghdmi,Ali,"Developer, Gamer",,119.0,235.0,,April 2022,0,2,1,2
abdolrezakahani,Abdolreza Kahani,"Writer,Director,Producer //  agiff.arkgate.ca",,,299.0,247.0,June 2014,0,2,1,2
alanciwanc41267,alanciwan ciwan,,,33.0,2281.0,1.0,January 2025,2,2,2,2
alexanderm18395,Alexander McPhail,"He/him. Twin  Woke is an informal adjective that means being aware of and attentive to important issues, especially social and racial injustice.",,552.0,1816.0,1376.0,June 2023,0,2,1,2
2447mo1789,Mo,À quoi bon tweeter encore ?  @i24NEWS_FR,מארה נוסטרום,1177.0,5324.0,29.0,October 2023,0,2,2,2
abhaddadii,Haddadi,t.me/abolfazlhaddadi,,0.0,415.0,3931.0,January 2022,1,2,1,2
abdulndadi,Abdul Ndadi,I'm a writer and artist of Ghanaian descent living in NYC,,84.0,880.0,2226.0,April 2020,0,2,1,2
abdelra07745930,عبدالرزاق الحيالي,منشق من منظمة بدر وصاحب قناة على اليوتيوب ( قناة الأسير العراقي )  youtube.com/channel/UCbIAj …,,0.0,2406.0,1793.0,September 2020,0,2,1,2
3303losangelesr,3303losangelesr,.....,"Sanfrancisco , Texas",7.0,917.0,3249.0,January 2024,2,2,2,2
aghajanii76m,aghajanii76m,teaching physics is so interesting!,wherever GOD wants...,1431.0,6575.0,81.0,November 2022,1,2,1,2
afshin_46,Afshin,نام من سید محمد حاجی سید جوادی است و مسئولیت حقوقی  نوشته هایم بر عهده من است.  #جمهوری‌خواه  #سوسیال‌دموکرات,,1318.0,2948.0,0.0,July 2021,1,2,1,2
afkham_minus,Afkham III,Another pezzonovante,,2896.0,227.0,3243.0,October 2022,1,2,1,2
_rezinski,رضینسکی,واسه چشم آفته و واسه گل زینته خار,,231.0,106.0,5925.0,November 2021,1,2,1,2
09escargot1012,クラウス32,楽天イーグルス、AS Roma、Galatasaray 、國學院大學と京都産業大学(駅伝)を応援しています。アマガミ等ラブコメについて話すことも多いです。よろしくお願いします(スパム垢は全て24＆ブロックします),,1646.0,5841.0,0.0,October 2019,0,2,2,2
absmadridista,مدريدي,ريال مدريد هو نادي حياتي هلا مدريد,,144.0,1434.0,1580.0,February 2022,0,2,2,2
9122432itw,Amara,"Für Freiheit und Völkerrecht. Frieden wird nicht durch Krieg erreicht. Fokus auf das, was uns verbindet. Gegen Spaltung.",,304.0,396.0,3321.0,October 2022,0,2,2,2
20lincoln20,tohid2001,جمهوری خواه-سکولار دموکرات,,4085.0,4396.0,2456.0,September 2020,0,2,2,2
alirezaroashan,علیرضا روشن,مفتخور و بیکار و بیعار,,0.0,1286.0,1155.0,October 2016,2,2,2,2
alexeygorboot,Alexey Gorboot,"Cartoonist, comic book artist. Much love to the classical comics. Contact me for commissions.",,0.0,242.0,2237.0,April 2020,0,2,2,2
adresansoso,Lili Adresan🌺🇫🇷,"Je suis un clone d'humoriste iel non-binaire, non genré. Suivez moi pour de nouvelles aventures. #PoilAGratterPolitique #Parodique #Satirique",,0.0,24.0,1315.0,January 2021,0,2,2,2
alirezaami58678,علیرضاامیری☫,متحیرم‌چه‌نامم شَه‌مُلک‌لافتی‌را,Nakoja Abad,1236.0,1994.0,1569.0,August 2024,1,1,1,2
abdul_samad_pti,Abdul Samad,"As a fervent supporter of PTI, I passionately advocate for its vision of a corruption-free and prosperous Pakistan under Imran Khan's leadership.",,1070.0,258.0,1409.0,March 2024,0,2,2,2
ajik38933950,Ajik,palestine free is a must !!!,,6.0,145.0,4469.0,October 2019,0,2,2,2
ahrari_maryam,Maryam Ahrari,every sunset is a sunrise....,,481.0,1013.0,5876.0,October 2022,2,2,2,2
aibuzznews,Patrick's AIBuzzNews,Dive into AI with daily insights!  Trending AI news  IT-Specialist at  @desy  Join our tribe!  DM for collab,,0.0,582.0,1348.0,May 2023,0,2,1,2
ahlebeytmedia,اهل بیت مدیا,کاملترین و به‌روزترین رسانه تخصصی، در حوزه اهل بیت,,0.0,65.0,2096.0,July 2020,1,1,1,2
1meshmo,Mehdi.Sharifi.Mo.,,ایران,107.0,550.0,1311.0,March 2015,1,1,1,2
ahmedsamehcccpa,Ahmed KHALIL,tweets or likes are my reading list not endorsements,"Cairo, Egypt",69.0,675.0,1765.0,October 2023,0,2,1,2
a_abothman,abothman ahwazi,أحوازي يؤمن بتحرير الوطن والإنسان,,418.0,1060.0,1512.0,December 2021,0,2,1,2
alamsooz,رند عالم سوز Rende-Alamsooz,US Politics Canadian Politics Canadian Politics,,48.0,182.0,1513.0,May 2018,0,2,1,2
_bonos_,🌟,,,40.0,7500.0,0.0,November 2022,2,2,2,2
20rapcom,20RAP.com,رسانه‌ی مستقل هیپ‌هاپ/رپ فارسی، تاسیس ۱۳۸۸,Iran,0.0,13.0,5214.0,March 2011,1,1,0,2
aghamiri_hosein,سیدحسین آقامیری,تو که یک گوشه ی چشمت غم عالم ببرد،                                 حیف باشد که تو باشی و مرا غم ببرد,,0.0,161.0,523.0,August 2017,1,1,1,2
ajnlive,Alex Jones Network,Follow for exclusive news + reports from Alex Jones & others. Support:  TheAlexJonesStore.com &  fightforalex.com   @alexjonesstore,,0.0,118.0,1348.0,September 2024,0,2,0,2
agencythebook,Agency The Book,By  @rickwebb . Published by  @palgraveUSA .,,104.0,23.0,92.0,June 2014,0,2,0,2
aarnapatel68,Aarna Patel 🦋,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",Jakarta Indonesia,465.0,7165.0,35.0,June 2025,0,2,0,2
adelzarandi,Adel,,Iran,175.0,639.0,168.0,August 2011,1,1,2,2
adorno_persian,آدورنو,«آزادی، انتخاب بين سفيد و سياه نيست، دقيقا نفی اين انتخاب تحميلی است»,Negative Utopia,0.0,8.0,1315.0,February 2023,1,0,1,2
actorssum,Actors Summit,"The World’s Largest Online Actors Event Presented by  @actingandvoice   May 20-22, 2022  150+ Speakers  Celebrities  100% Online Tickets",,1129.0,1018.0,54.0,November 2021,0,2,0,2
aj_torgheh,Amin Jamshidi,بچه که بودم دوست داشتم فضانورد بشم... بیشترعکاس آسمان شب‌ام. ولی قبل از اینکه از زیبایی‌های آسمون لذت ببریم، یه زمین برای زیستن و یه وطن برای زندگی لازم داریم,,503.0,410.0,1290.0,March 2021,1,2,1,2
al_bayynat,شبكة البينات الثقافية,الحساب الاحتياطي |  @Al_Bayynat2,Yemen,0.0,1.0,2377.0,July 2024,2,2,2,2
ahmedmohammed,Ahmed bin Mohammed,"النائب الثاني لحاكم دبي، رئيس مجلس دبي للإعلام   Second Deputy Ruler of Dubai, Chairman of the Dubai Media Council",,0.0,22.0,654.0,January 2020,0,2,1,2
aghachurchill,AghaChurchill | The Anti-Left,"Fighting Marxist-Islamist threats to humanity, safety, and the entirety of human  life!",,5167.0,990.0,1303.0,July 2021,1,1,1,2
adamczarni22933,Adam Czarniecki,"There are bright stars in this universe, each shines with unique light, here a faint flame glows with tender sheen, fragile and vulnerable, yet gentle caress","Lesser Poland, Poland",35.0,189.0,7.0,November 2023,0,2,1,2
alihgh1393,"Z,Z,A,R_H,C,H,",رهرو استاد ارژنگ داوودی،مردی که مقابل آزادی ایران و ایرانی ایستادگی کرد و سر خم نکرد.امید است با زحماتی که کشید تلاش کنیم هر ایرانی وطن پرست یک ارژنگ باشد.,,74.0,153.0,226.0,June 2023,1,1,0,2
aldesjonqueres,Anne-Laure Desjonquères,Consule Générale de France à Atlanta Consul General of France in Atlanta Follow  @FranceAtlanta,"Atlanta, GA",375.0,220.0,256.0,August 2022,0,2,1,2
adakuskowski,Ada Kuskowski,"Medievalist, legal historian, French historian  @Penn . Author of Vernacular Law: The Reinvention of Customary Law in Medieval France (Cambridge, 2023)",,362.0,480.0,303.0,September 2022,2,2,2,2
abd_ir1,abd ir,,Iran,1.0,667.0,0.0,July 2020,1,1,2,2
4zk79e91ywvxni2,Мадина,Халық ушін болашақ үшін аянбай еңбек етем!,Kazakhstan,11.0,118.0,18.0,March 2019,0,2,1,2
acpreventiontdl,The Alliance for the Prevention of Atrocity Crimes,Empowering civil society to create change after atrocity.   Email us: preventingac@thedutylegacy.org.uk,"England, United Kingdom",296.0,462.0,546.0,March 2024,0,2,0,2
aalbahrayn5356,زعيم اسيا عشق سنين الطفولة,هلالي هلال السعادة  نادي السعادة,,134.0,1392.0,444.0,April 2023,2,2,2,2
aliturk43880,Ayigh Turk,,,187.0,1408.0,3653.0,April 2025,2,2,2,2
alrob844287,Rob,I never reply to DMs and delete them unread.,"Texas, USA",346.0,2133.0,587.0,November 2024,2,2,2,2
abasiabbassi,Shahram Abbassi,استاد سابق دانشگاه فردوسی# استاد مدعو در دانشگاه وسترن کانادا,,516.0,369.0,241.0,April 2015,1,2,1,2
aliidaeii,Ali Daei,,Tehran,0.0,3.0,64.0,April 2022,1,1,1,2
319u9xc85rz97,KatherineRalph,,,67.0,7339.0,0.0,March 2024,2,2,2,2
aaronoff7,Aaron Off,,,14.0,6.0,3112.0,September 2022,2,2,2,2
alimarouf153082,Ali,,,241.0,3122.0,2584.0,December 2024,2,2,2,2
105_sakariyou,Sakariyou_105,باغیرتان ایران همراه با قیام‌سپید ب رهبری دکترسایان برای پایان دادن به حکومت خامنه‌ای نامرد   پیام دهید به,,100.0,428.0,271.0,October 2021,1,1,1,2
airdropcomet,Airdrop Comet | DeFi,Stay Up-To-Date About Crypto Airdrops With Airdrop Comet  Contact:  t.me/AirdropCometAd …,DeFi,0.0,3.0,126.0,November 2021,0,2,0,2
agathaallweek,Agatha All Along Week,"a week-long celebration of Agatha All Along fan works taking place 18-25th of May  organised by  @fixyfics  &  @derpswan , art by  @evgar_",,2931.0,5.0,1548.0,February 2025,0,2,0,2
akguitarman49,john kelly,"This is my music page, guitar and guitar shit related... more or less insane...... than my original profile  @johnkelly720 ......","anchorage, Alaska",9.0,349.0,660.0,December 2025,0,2,1,2
aaction414,dominika janik,innovationtechinvest.com the best platform where you can be making steady income from bitcoin       build your own empire so that you will grow,Poland,700.0,7498.0,553.0,October 2024,2,2,2,2
abdolhamidnetar,فضيلة الشيخ عبد الحميد إسماعيل زهي,خطيب أهل السنة ورئيس جامعة دار العلوم بمدينة زاهدان، ورئيس منظمة اتحاد المدارس الدينية لأهل السنة بمحافظة سيستان وبلوشستان - إيران,Iran,3445.0,2.0,379.0,January 2021,1,1,1,2
_scandalou_,SCANDALOU,,France,43.0,299.0,541.0,August 2022,0,2,1,2
alimokhtari102,Ali Mokhtari,Almost Architect. بندهء چای(به جز چای کیسه‌ای.),,82.0,148.0,1401.0,April 2021,2,2,2,2
abinelcv,Clive CV Abinel,,,95.0,299.0,2096.0,August 2020,2,2,2,2
abusamiyildiz,Murat C. Yıldız مراد جهان ييلديز,"Historian of sports and intercommunality in the late Ottoman Empire | Associate Professor  @SkidmoreCollege   | ""The Ottoman World of Sports""  @UTexasPress","Niskayuna, NY",234.0,2781.0,31.0,July 2024,0,2,1,2
61pari93357,wind carry us?,خانه دار بی ادعا,,48.0,681.0,308.0,October 2025,1,1,1,2
2_rebelgirl,Rebel girl,« نه سلطنت، نه رهبری، نه ارتجاع رجوی »        لیبرال,,1399.0,1004.0,9779.0,February 2025,1,1,1,2
aliyuhy00700404,Aliyu Hydar,To have is better than knowing how to use,"Kado, Nigeria",170.0,1575.0,149.0,February 2022,0,2,1,2
ahmadnoorollahi,Ahmad Noorollahi,,,0.0,17.0,15.0,October 2016,0,2,1,2
_amiir_75,amiir,just be real,istanbull,140.0,1333.0,1337.0,July 2024,0,2,1,2
afrasyabia,Afrasyabi.alireza,کارشناس مکانیک طراح قطعات  متخصص در زمینه خودرو,ahwaz,36.0,322.0,137.0,October 2018,1,1,1,2
alhassanhu41917,Alhassan Hussaini,"""Proud Nigerian Technologist  | GIS Expert @ MAU | I love humanity  | Elon Musk is my hero & motive  | Building the future with innovation & heart""",,37.0,604.0,158.0,May 2024,0,2,1,2
alldoaa110,الدعاء / prayer,مقاطع من الأدعية المأثورة عن النبي و آله عليهم السلام Selections of Supplications by the Holy Household,,686.0,2.0,698.0,July 2020,2,2,2,2
_zelenska_,Zelenska,a linguist,United Kingdom,21.0,309.0,746.0,March 2020,0,2,1,2
abdolhamid_net,Mawlana Abdol-Hamid,"Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.","Zahedan, Iran",4410.0,2.0,922.0,May 2020,1,1,1,2
abdullah9th,Md Masum,,,18.0,940.0,2.0,August 2017,0,2,1,2
