username,display_name,description,location,followers_count,following_count,statuses_count,created_at,target_population,locals_vs_diaspora,person_vs_organization,iteration_added,description_en,display_name_en
4noura,Noura Erakat,"Human Rights attorney | Professor| Author, Justice For Some | Justicia, Paz, Amor",,,2719.0,5587.0,November 2009,0,2,1,6,"Human Rights attorney | Professor| Author, Justice For Some | Justicia, Paz, Amor",Noura Erakat
abdynal18132,Zain Al-Ameri,,,17.0,552.0,10.0,September 2025,0,2,1,6,,Zain Al-Ameri
ahwaz1925__,عربستان,ليس وطني دائما على حق ولكني لا استطيع ان امارس حقاً حقيقياً الا في وطني,,26.0,130.0,210.0,September 2024,1,2,1,6,"My country is not always right, but I cannot exercise a true right except in my country",Arabia
abu_aqeel86,عبدالله الخالدي,,,0.0,16.0,4.0,September 2025,2,2,2,6,,Abdullah Al-Khalidi
6njeli,اونجلیناجیلی,ماه پشت ابر نمیمونه تو خوب بمون، بلاخره آدم بدا یه جا رسوا میشن,İstanbul-Turkey,,164.0,5593.0,September 2018,0,2,1,6,"The moon doesn't stay behind the clouds, stay good, eventually bad people will be disgraced somewhere",Angelina Jolie
abtc,American Bitcoin,Nasdaq: ABTC | Building America's Bitcoin infrastructure backbone,USA,,6.0,374.0,March 2025,0,2,0,6,Nasdaq: ABTC | Building America's Bitcoin infrastructure backbone,American Bitcoin
afintl_,Afghanistan International - افغانستان اینترنشنال,اولین شبکه خبری بین‌المللی ۲۴ ساعته افغانستان The First 24/7 International News Channel for Afghanistan,"UK, London",,8.0,8.0,August 2021,0,2,2,6,The First 24/7 International News Channel for Afghanistan,Afghanistan International - Afghanistan International
abwmhdy75844,سجاد ابو مهدي,,,0.0,70.0,0.0,September 2025,2,2,2,6,,Abu Mahdi carpets
a_soleimani_f,عارفه سلیمانی,خبرنگار,,14.0,93.0,27.0,May 2023,1,2,1,6,Reporter,Arifa Soleimani
abdelmonim68330,Abdelmonim Elgak,,,0.0,15.0,1.0,November 2025,2,2,2,6,,Abdelmonim Elgak
al_sharifzadeh,علی شریف زاده اردکانی,وكيل پایه یک دادگستری ،مدرس دانشگاه و عضو کانون وکلای مرکز,Tehran,4540.0,367.0,847.0,March 2020,1,1,1,6,"A basic lawyer, a university teacher and a member of the Central Bar Association",Ali Sharifzade Ardakani
alireza__ziyaei,Alireza Ziaee,,,0.0,45.0,0.0,December 2025,2,2,2,6,,Alireza Ziaee
abdulzahraa_,عبدالزهراء عبدالحسين,Earnestly striving to achieve the honour of becoming one of the sincere slaves of Sayeda Fatima al-Zahraa (as).,جنة الخدام بين الحرمين,2430.0,366.0,5896.0,May 2019,0,2,1,6,Earnestly striving to achieve the honour of becoming one of the sincere slaves of Sayeda Fatima al-Zahraa (as).,Abdul Zahraa Abdul Hussein
0l8o0xgtjkorcjb,SaraThoreau,,,127.0,4554.0,0.0,September 2023,2,2,2,6,,SaraThoreau
0pps__,Think,"@_Alignments ,",,22.0,159.0,18.0,August 2024,2,2,2,6,"@_Alignments ,",Think
ajturk,Al Jazeera Türk,"Haber, analiz, görüş yazıları, belgeseller. Son dakika haberler ve canlı anlatım adresi:  @AJTCanli . İletişim için:  @AlJazeeraTurk .","Istanbul, Türkiye",,7.0,1357.0,January 2011,0,2,0,6,"News, analysis, opinion pieces, documentaries. Last minute news and live commentary address: @AJTCanli. For contact: @AlJazeeraTurk.",Al Jazeera Turkish
ahllam_music,ahllam,artist,,6758.0,2.0,45.0,September 2022,0,2,0,6,artist,Hello
a_alirezabeigi,احمد علیرضابیگی,نماینده دوره دهم و یازدهم مردم تبریز، اسکو و آذرشهر در مجلس شورای اسلامی|استاندار اسبق آذربایجان شرقی t.me/ahmadalirezabe …,Islamic Republic of Iran,3823.0,30.0,427.0,December 2019,2,2,2,6,"Representative of the 10th and 11th term of the people of Tabriz, Esku and Azarshahr in the Islamic Council | former governor of East Azerbaijan t.me/ahmadalirezabe...",Ahmed Alirezabigi
agakeruka71284,あがけるか,,,100.0,3464.0,0.0,September 2023,2,2,0,6,,Will you rise?
ahahistorians,American Historical Association,The American Historical Association is the largest professional organization serving historians in all fields and all professions.  historians.org/join,"Washington, D.C.",,2335.0,1311.0,September 2009,0,2,0,6,The American Historical Association is the largest professional organization serving historians in all fields and all professions.  historians.org/join,American Historical Association
acrvir,acrvir,,,0.0,42.0,1.0,February 2021,2,2,2,6,,acrvir
abu_al_askary,ابو علي العسكري,المسؤول الأمني لكتائب حزب الله في العراق,Iraq,2697.0,0.0,4.0,August 2023,2,2,2,6,The security official for Kataib Hezbollah in Iraq,Abu Ali Al-Askari
alietamedia,علی اعطا,‌کارشناسی‌ارشد پیوسته و دکتری معماری | عضو هیئت رییسه و سخنگوی شورای پنجم تهران | معمار | روزنامه‌نگار,Tehran,,1202.0,4615.0,October 2016,1,1,1,6,Master's degree and PhD in architecture Member of the Board of Directors and Spokesperson of the Fifth Council of Tehran Architect journalist,Ali granted
ajarabic,قناة الجزيرة,الجزيرة.. الرأي والرأي الآخر.. تابع أخبارنا العاجلة على  @AJABreaking,Qatar,,26.0,1349.0,April 2007,0,2,0,6,Al Jazeera... Opinion and other opinions... Follow our breaking news on @AJABreaking,Al Jazeera Channel
advisorbecki,"Rebecca Iacopelli, CFP®, MT","Helping women control and maximize their wealth  Senior Advisor at Barron’s Top 25 Firm  CFP®, Masters in Taxation  CFA Level III Candidate","Philadelphia, PA",10.0,27.0,56.0,June 2025,2,2,2,6,"Helping women control and maximize their wealth  Senior Advisor at Barron’s Top 25 Firm  CFP®, Masters in Taxation  CFA Level III Candidate","Rebecca Iacopelli, CFP®, MT"
a2bdullah_,Abdullah_AL lime,,,0.0,13.0,0.0,December 2025,2,2,2,6,,Abdullah_AL lime
50uses,50 Uses For The Word Love Podcast,Comedian  @StephenTrumble  invites guests to chat about the varied multitudes of human feeling that in English all fall under the one umbrella term; Love.,"London, England",489.0,2753.0,396.0,January 2019,0,2,0,6,Comedian  @StephenTrumble  invites guests to chat about the varied multitudes of human feeling that in English all fall under the one umbrella term; Love.,50 Uses For The Word Love Podcast
a8484aviv,אביב AVIV 🇮🇱,LIVE AND LET LIVE,ישראל,3028.0,7496.0,,June 2014,0,2,0,6,LIVE AND LET LIVE,Spring AVIV 🇮🇱
_starboy369,Starboy ⭐️,《دنیا همه هیچ و اهل دنیا همه هیچ، ای هیچ برای هیچ بر هیچ مپیچ》,Iran ☼𓃬,806.0,5214.0,3509.0,July 2022,1,1,1,6,"""The world is nothing and the people of the world are nothing, O nothing for nothing, do not turn to nothing""",Starboy ⭐️
aliam_es,ایی اِس,صبر   instagram.com/ecutfood/profi …,,4324.0,4447.0,1334.0,November 2021,1,2,1,6,Patience instagram.com/ecutfood/profi...,This is it
_infogirl,🌻hopeful wanderer🌻,"books, music, travel, nature, art",,59.0,665.0,290.0,November 2021,0,2,1,6,"books, music, travel, nature, art",🌻hopeful wanderer🌻
akumafeelings,👹 AKUMA 👹,"eu minto muito bastante   (⁠◕⁠ᴗ⁠◕⁠✿⁠) mutual pra mim é irmã    ele/dele  filho do silêncio, da doença e da cura","Salvador, Brasil",5372.0,4139.0,1386.0,October 2016,0,2,1,6,"I lie a lot a lot (⁠◕⁠ᴗ⁠◕⁠✿⁠) mutual for me is his/her sister son of silence, illness and healing",👹 AKUMA 👹
alfirinmag52045,Magol Alfirin,I AM ...,,1.0,30.0,0.0,December 2025,2,2,2,6,I AM ...,Magol Alfirin
aiyankarimi3312,A_K70,"When you are there, all doors open.",کرمانشاه,55.0,394.0,1300.0,April 2025,1,1,1,6,"When you are there, all doors open.",A_K70
alivrd,Ali Vafaei Razdar,,,0.0,2.0,0.0,August 2025,0,2,1,6,,Ali Vafaei Razdar
alishiri272750,Ali Shiri,,tehran,0.0,5.0,0.0,July 2025,1,2,1,6,,Ali Shiri
al3mlaa81,د/العملاق,د / العملاق ..,,,167.0,1386.0,November 2012,2,2,1,6,D/ Giant..,D/Giant
aishaabbas20560,Abbass Aisha,,,59.0,703.0,0.0,March 2025,0,2,1,6,,Abbas Aisha
abhistoria,Ahab Bdaiwi איהאבּ ܐܝܗܐܒ,"Assistant Professor in Islamic Philosophy & History, Leiden University| Series Editor, Islamic Thought & History| Editor in Chief, Taḥqīq Journal, Brill.",Leiden/London,,937.0,4281.0,July 2017,0,2,1,6,"Assistant Professor in Islamic Philosophy & History, Leiden University| Series Editor, Islamic Thought & History| Editor in Chief, Taḥqīq Journal, Brill.",Ahab Bdaiwi איהאבּ ܐܝܗܐܒ
_dinken_,Ajmal Hussain A,It’s okay to get run over by a bus than never cross the road. I’m at least getting somewhere. Views and Opinions expressed are personal.,"Kollam, India",379.0,529.0,961.0,November 2012,0,2,1,6,It’s okay to get run over by a bus than never cross the road. I’m at least getting somewhere. Views and Opinions expressed are personal.,Ajmal Hussain A
alijan2056,Ali,,,8.0,73.0,4.0,November 2014,2,2,2,6,,Ali
addyperry20,LilyPerry,Okay but... I’m kinda close to stunning?  Come say hi in DMs.,where the vibes are,510.0,3722.0,1567.0,May 2025,2,2,2,6,Okay but... I’m kinda close to stunning?  Come say hi in DMs.,LilyPerry
_uselessgothdm,Definitely Not a Mimic,@ useless_goth_thembo_ in Twitch chat | Avantris brainrot still going strong | D&D/RPG/TTRPG things | Maker and collector of many math rocks (dice) |,,19.0,124.0,36.0,June 2020,2,2,1,6,@ useless_goth_thembo_ in Twitch chat | Avantris brainrot still going strong | D&D/RPG/TTRPG things | Maker and collector of many math rocks (dice) |,Definitely Not a Mimic
ahmad76905530,ahmad,,,40.0,706.0,8.0,January 2023,2,2,2,6,,ahmad
am2002rmost,Amir,,,14.0,252.0,0.0,March 2023,2,2,2,6,,Amir
_nam11,Nathan,"@charltonlive  contributor  | Certified in  @FA  Talent ID &  @ThePFSA  Data Analytics, Oppo Scouting & Set-Pieces  | Living the dream",,4887.0,2796.0,,May 2010,0,2,0,6,"@charltonlive  contributor  | Certified in  @FA  Talent ID &  @ThePFSA  Data Analytics, Oppo Scouting & Set-Pieces  | Living the dream",Nathan
afkari_saeed,سعید افکاری,آزادی,,,78.0,1273.0,August 2020,2,2,1,6,freedom,Saeed Afkari
aliceparkny,Alice Park,"Health and medicine (and occasional Olympics) national correspondent for  @TIME . Author of The Stem Cell Hope, How Stem Cell Medicine Can Change Our Lives.",New York NY,,469.0,4818.0,March 2009,0,2,1,6,"Health and medicine (and occasional Olympics) national correspondent for  @TIME . Author of The Stem Cell Hope, How Stem Cell Medicine Can Change Our Lives.",Alice Park
abkoga,A.B. Koga,SFF Author on Submission | Agent  @BookFairyAngus  | Doctor Husband and Dance Dad | Jiu Jitsu | Retired Gamer | Dark Academia WIP,Scottsdale,643.0,633.0,1953.0,September 2022,0,2,1,6,SFF Author on Submission | Agent  @BookFairyAngus  | Doctor Husband and Dance Dad | Jiu Jitsu | Retired Gamer | Dark Academia WIP,A.B. Koga
_sgtslaughter,SGT SLAUGHTER,"WWE Hall of Famer, WWE Ambassador & former World Heavyweight Champion. For bookings contact PVT Paul Incerto @ 203-256-0004.",,,107.0,6124.0,September 2010,0,2,1,6,"WWE Hall of Famer, WWE Ambassador & former World Heavyweight Champion. For bookings contact PVT Paul Incerto @ 203-256-0004.",SGT SLAUGHTER
aleaguewomen,Ninja A-League,"Official account of the Ninja A-League  Catch live game coverage, as well as news, ticketing and so much more here.",Australia,,2092.0,1356.0,August 2012,0,2,0,6,"Official account of the Ninja A-League  Catch live game coverage, as well as news, ticketing and so much more here.",Ninja A-League
_hannahritchie,Hannah Ritchie,Deputy Editor  @OurWorldinData  / Researcher at  @UniofOxford  / Honorary Fellow at  @EdinburghUni  @EdCentreCC  / Not the End of the World:  amzn.to/3MdaOci,"Edinburgh, UK",,1337.0,7978.0,July 2014,0,2,1,6,Deputy Editor  @OurWorldinData  / Researcher at  @UniofOxford  / Honorary Fellow at  @EdinburghUni  @EdCentreCC  / Not the End of the World:  amzn.to/3MdaOci,Hannah Ritchie
afterpay_au,Afterpay,Don’t just pay later. #PayBetter Afterpay it in 4.,Australia,5939.0,521.0,964.0,July 2014,0,2,0,6,Don’t just pay later. #PayBetter Afterpay it in 4.,Afterpay
_sky_tw,spinoss,,,1.0,19.0,0.0,January 2023,2,2,2,6,,spinoss
adnanime,Animation Digital Network,"Evangelion, Utena, Sailor Moon... c'est Noël avant l'heure",Paris,,676.0,1315.0,September 2013,2,2,1,6,"Evangelion, Utena, Sailor Moon... it's Christmas before its time",Animation Digital Network
ahwazmedia,حسن راضي الأحوازي,مدير المركز الأحوازي للإعلام والدراسات الإستراتيجية/ باحث بالشان الايراني، معد ومقدم برنامج #ايران_زووم على قناة @سعودي24.. #الأحواز وطني,,5884.0,415.0,8467.0,April 2012,0,2,1,6,"Director of the Ahwazi Center for Media and Strategic Studies/researcher on Iranian affairs, preparer and presenter of the #Iran_Zoom program on @Saudi24 channel.. #Ahwaz is national",Hassan Radi Al-Ahwazi
allipayam,Hani Allipayam,,,36.0,19.0,1.0,November 2017,2,2,2,6,,Hani Allipayam
ajbends,big boy synthetique,@issues  //  @badwolves  // FEWDFWM //,"Pasadena, CA",,1286.0,1350.0,December 2011,0,2,1,6,@issues  //  @badwolves  // FEWDFWM //,big boy synthetique
alisaberi1987,Alex,All religions are human made. Be free of them. Keep your humanity up and spread out kindness.,"Paris, France",469.0,1634.0,633.0,October 2021,0,2,1,6,All religions are human made. Be free of them. Keep your humanity up and spread out kindness.,Alex
altaf_awan12,Altaf K Awan,"Consultant Pancreaticobiliary, Obesity, Laparoscopic and Robotic Surgeon, UHDBTrust. Director of Education - Laparoscopic & Robotic surgery, ALSGBI.","Derby, England",1054.0,451.0,1803.0,November 2018,0,2,1,6,"Consultant Pancreaticobiliary, Obesity, Laparoscopic and Robotic Surgeon, UHDBTrust. Director of Education - Laparoscopic & Robotic surgery, ALSGBI.",Altaf K Awan
aliansari84,Ali Ansari,"Ph.D. graduate in Materials Science and Engineering, Interested in batteriesand electrochemistry, Posts in Persian and in English, Notifications are off.","Prague, Czech Republic",742.0,1928.0,1334.0,December 2013,0,2,1,6,"Ph.D. graduate in Materials Science and Engineering, Interested in batteriesand electrochemistry, Posts in Persian and in English, Notifications are off.",Ali Ansari
alimotie1318,Parsi,"lran, land of Aryans and Everlasting Kingdom",,160.0,753.0,4588.0,June 2025,2,2,2,6,"lran, land of Aryans and Everlasting Kingdom",Parsi
aesdigitallyart,Aes Digitally Art Prints,"Greetings! I'm Serdar. I'm the founder of this small shop, born from the question: 'Why shouldn't everyone have easy access to striking art pieces?",Turkey,29.0,333.0,32.0,November 2025,2,2,0,6,"Greetings! I'm Serdar. I'm the founder of this small shop, born from the question: 'Why shouldn't everyone have easy access to striking art pieces?",Aes Digitally Art Prints
5thprisoner,زندانی پنجم,پیش ما بیا خوش میگذره,,6351.0,265.0,,July 2016,2,2,1,6,"Come to us, have fun",The fifth prisoner
ali_koleini,paper_jean,,Islamic Republic of Iran,89.0,0.0,339.0,June 2020,2,2,2,6,,paper_jean
ahmadrezae88890,ahmadreza emz,,,8.0,4.0,58.0,June 2024,2,2,2,6,,ahmadreza emz
_articlle_,お父さん,はむさんはこちら  @hamuppi_,,8556.0,803.0,780.0,August 2018,2,2,2,6,Click here for Hamuppi_,father
1dish4theroad,Aaron Vallance,'Friday Night Chicken' - due 2027!  Shortlisted for Jane Grigson Trust award 2025. My blog (shortlisted Guild Food Writers award '20 '21 '23).,"London, England",5435.0,3587.0,2327.0,May 2016,0,2,1,6,'Friday Night Chicken' - due 2027!  Shortlisted for Jane Grigson Trust award 2025. My blog (shortlisted Guild Food Writers award '20 '21 '23).,Aaron Vallance
alexvizorek,Alex Vizorek,"Humoriste belge...(c'est déjà drôle comme locution, je crois) Sur scène surtout, sur  @RTLFrance  et  @telematin  parfois, ailleurs occasionnellement.",,,2657.0,1381.0,January 2010,0,2,1,6,"Belgian comedian...(it's already a funny phrase, I think) On stage especially, on @RTLFrance and @telematin sometimes, elsewhere occasionally.",Alex Vizorek
aicalliance_,AICA - Australian Iranian Community Alliance,Group of passionate Iranian Australians committed to shedding light on the glaring violations of fundamental human rights perpetrated by the Islamic Republic.,Australia,80.0,67.0,272.0,June 2023,1,0,0,6,Group of passionate Iranian Australians committed to shedding light on the glaring violations of fundamental human rights perpetrated by the Islamic Republic.,AICA - Australian Iranian Community Alliance
ahlulbayt28,خادمة الحُسين💚⚑,-أشهَدُ أنَ علياً وَليُ الله . -نِذَرت لخِدمَة حسين عمري . -السَلامُ على آلِ بَيتِ رَسولِ الله . -السَلامُ عَليكَ يا أبا عبدِالله الحُسَين.,حَيثُ الحُسَين وَ العَبَاس,,276.0,1318.0,July 2020,2,2,2,6,"-I bear witness that Ali is the guardian of God. -I vowed to serve Hussein Omri. -Peace be upon the family of the Messenger of God. -Peace be upon you, Abu Abdullah Al-Hussein.",Hussein's maid💚⚑
30nahejazi,Sina Hejazi,Iranian singer,Islamic Republic of Iran,4400.0,16.0,297.0,April 2013,0,2,2,6,Iranian singer,Sina Hejazi
abdulsalamdoct,محمد المعمري,يمني يبحث عن وطن.!,اليمن,6.0,118.0,253.0,June 2025,2,2,2,6,A Yemeni looking for a homeland!,Muhammad Al-Maamari
ajplus,AJ+,"AJ+ is a unique digital news and storytelling project promoting human rights and equality, holding power to account, and amplifying the voices of the powerless.","Washington, DC",,247.0,1357.0,February 2010,0,2,0,6,"AJ+ is a unique digital news and storytelling project promoting human rights and equality, holding power to account, and amplifying the voices of the powerless.",AJ+
110_m_ah_b,A.B.110,,,0.0,7.0,3.0,October 2024,2,2,2,6,,A.B.110
32kennocha,Isis,Every moment is a fresh beginning.,"Buffalo, NY.",345.0,472.0,458.0,June 2013,2,2,2,6,Every moment is a fresh beginning.,Isis
abc7ny,Eyewitness News,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",New York City,,725.0,6158.0,October 2008,0,2,1,6,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",Eyewitness News
alexerventure,alexerventure,Entrepreneur,,446.0,6254.0,932.0,March 2008,0,2,2,6,Entrepreneur,alexerventure
agencecapa,CAPA,"Témoigner, décrypter, faire rêver, inventer : depuis plus de 30 ans, CAPA raconte le monde... avec un pas de côté. #CAPApresse #CAPAdrama  @CAPAcorporate","Paris, France",7920.0,612.0,5264.0,August 2009,0,2,0,6,"Testify, decipher, make people dream, invent: for more than 30 years, CAPA has been telling the world... with a side step. #CAPApresse #CAPAdrama @CAPAcorporate",CAPA
_rosemark,Wolfy,So Vrémant po Nice,,8.0,127.0,482.0,December 2019,2,2,2,6,From Vrémant to Nice,Wolfy
alanwake,Alan Wake 2,"Alan Wake 2 out now on the Epic Games Store, PS5, and Xbox Series X|S. By  @remedygames , presented by  @EpicPublishing . Alan Wake Remastered available now.",Bright Falls,,16.0,1465.0,March 2009,0,2,0,6,"Alan Wake 2 out now on the Epic Games Store, PS5, and Xbox Series X|S. By  @remedygames , presented by  @EpicPublishing . Alan Wake Remastered available now.",Alan Wake 2
alcides,Alcides Fonseca,Typing types. Associate Professor at the University of Lisbon.,"Lisbon, Portugal",1893.0,2921.0,2203.0,April 2007,0,2,1,6,Typing types. Associate Professor at the University of Lisbon.,Alcides Fonseca
aliaref_,ali aref 🇮🇷,ما سر به سر فدایی دین محمدیم...ما را حسین خواند و به این لشکر آمدیم,,508.0,646.0,1334.0,April 2024,1,2,1,6,We are devoted to the religion of Muhammad... we were called Hussein and we came to this army,ali aref 🇮🇷
afghanlgbt,Afghan LGBT Organization (ALO),The first official organization for Afghan #LGBTQ+ people based in Czech Republic,Česká republika & Afghanistan,1190.0,401.0,216.0,June 2020,0,2,0,6,The first official organization for Afghan #LGBTQ+ people based in Czech Republic,Afghan LGBT Organization (ALO)
abasinfo,Abas Aslani | عباس اصلانی,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,تهران,1213.0,505.0,2528.0,July 2016,1,1,1,6,Abbas Aslani Farsi page | Journalist and researcher in the field of foreign and international politics | English account: @AbasAslani,Abbas Aslani Abbas Aslani
almghdmi,Ali,"Developer, Gamer",,119.0,235.0,,April 2022,0,2,1,6,"Developer, Gamer",Ali
abdolrezakahani,Abdolreza Kahani,"Writer,Director,Producer //  agiff.arkgate.ca",,,299.0,247.0,June 2014,0,2,1,6,"Writer,Director,Producer //  agiff.arkgate.ca",Abdolreza Story
alanciwanc41267,alanciwan ciwan,,,33.0,2281.0,1.0,January 2025,2,2,2,6,,young alanciwan
alexanderm18395,Alexander McPhail,"He/him. Twin  Woke is an informal adjective that means being aware of and attentive to important issues, especially social and racial injustice.",,552.0,1816.0,1376.0,June 2023,0,2,1,6,"He/him. Twin  Woke is an informal adjective that means being aware of and attentive to important issues, especially social and racial injustice.",Alexander McPhail
2447mo1789,Mo,À quoi bon tweeter encore ?  @i24NEWS_FR,מארה נוסטרום,1177.0,5324.0,29.0,October 2023,0,2,2,6,What's the point of tweeting anymore?  @i24NEWS_FR,Mo
abhaddadii,Haddadi,t.me/abolfazlhaddadi,,0.0,415.0,3931.0,January 2022,1,2,1,6,t.me/abolfazlhaddadi,Haddadi
abdulndadi,Abdul Ndadi,I'm a writer and artist of Ghanaian descent living in NYC,,84.0,880.0,2226.0,April 2020,0,2,1,6,I'm a writer and artist of Ghanaian descent living in NYC,Abdul Ndadi
abdelra07745930,عبدالرزاق الحيالي,منشق من منظمة بدر وصاحب قناة على اليوتيوب ( قناة الأسير العراقي )  youtube.com/channel/UCbIAj …,,0.0,2406.0,1793.0,September 2020,0,2,1,6,A defector from the Badr Organization and owner of a YouTube channel (The Iraqi Prisoner Channel) youtube.com/channel/UCbIAj…,Abdul Razzaq Al Hayali
3303losangelesr,3303losangelesr,.....,"Sanfrancisco , Texas",7.0,917.0,3249.0,January 2024,2,2,2,6,.....,3303losangelesr
aghajanii76m,aghajanii76m,teaching physics is so interesting!,wherever GOD wants...,1431.0,6575.0,81.0,November 2022,1,2,1,6,teaching physics is so interesting!,aghajanii76m
afshin_46,Afshin,نام من سید محمد حاجی سید جوادی است و مسئولیت حقوقی  نوشته هایم بر عهده من است.  #جمهوری‌خواه  #سوسیال‌دموکرات,,1318.0,2948.0,0.0,July 2021,1,2,1,6,My name is Seyed Mohammad Haji Seyed Javadi and I am responsible for the legal responsibility of my writings.  #Republican #Social Democrat,heat
afkham_minus,Afkham III,Another pezzonovante,,2896.0,227.0,3243.0,October 2022,1,2,1,6,Another pezzonovante,Afkham III
_rezinski,رضینسکی,واسه چشم آفته و واسه گل زینته خار,,231.0,106.0,5925.0,November 2021,1,2,1,6,For the eyes of the plague and for the flower of the thorn,Razinsky
09escargot1012,クラウス32,楽天イーグルス、AS Roma、Galatasaray 、國學院大學と京都産業大学(駅伝)を応援しています。アマガミ等ラブコメについて話すことも多いです。よろしくお願いします(スパム垢は全て24＆ブロックします),,1646.0,5841.0,0.0,October 2019,0,2,2,6,"We support Rakuten Eagles, AS Roma, Galatasaray, Kokugakuin University and Kyoto Sangyo University (ekiden). I often talk about romantic comedies such as Amagami. Thank you for your support (all spam messages will be blocked on 24)",Claus 32
absmadridista,مدريدي,ريال مدريد هو نادي حياتي هلا مدريد,,144.0,1434.0,1580.0,February 2022,0,2,2,6,"Real Madrid is the club of my life, Hala Madrid",Madrid
9122432itw,Amara,"Für Freiheit und Völkerrecht. Frieden wird nicht durch Krieg erreicht. Fokus auf das, was uns verbindet. Gegen Spaltung.",,304.0,396.0,3321.0,October 2022,0,2,2,6,For freedom and international law. Peace is not achieved through war. Focus on what connects us. Against division.,Amara
20lincoln20,tohid2001,جمهوری خواه-سکولار دموکرات,,4085.0,4396.0,2456.0,September 2020,0,2,2,6,Republican-Secular Democrat,tohid2001
alirezaroashan,علیرضا روشن,مفتخور و بیکار و بیعار,,0.0,1286.0,1155.0,October 2016,2,2,2,6,"Proud, unemployed and shameless",Alireza Roshan
alexeygorboot,Alexey Gorboot,"Cartoonist, comic book artist. Much love to the classical comics. Contact me for commissions.",,0.0,242.0,2237.0,April 2020,0,2,2,6,"Cartoonist, comic book artist. Much love to the classical comics. Contact me for commissions.",Alexey Gorboot
adresansoso,Lili Adresan🌺🇫🇷,"Je suis un clone d'humoriste iel non-binaire, non genré. Suivez moi pour de nouvelles aventures. #PoilAGratterPolitique #Parodique #Satirique",,0.0,24.0,1315.0,January 2021,0,2,2,6,"I am a non-binary, non-gendered comedian clone. Follow me for new adventures. #HairScratchPolitical #Parodic #Satiric",Lili Adresan🌺🇫🇷
alirezaami58678,علیرضاامیری☫,متحیرم‌چه‌نامم شَه‌مُلک‌لافتی‌را,Nakoja Abad,1236.0,1994.0,1569.0,August 2024,1,1,1,6,I wonder what my name is Shemulak Lafti,علیرضاامیری☫
abdul_samad_pti,Abdul Samad,"As a fervent supporter of PTI, I passionately advocate for its vision of a corruption-free and prosperous Pakistan under Imran Khan's leadership.",,1070.0,258.0,1409.0,March 2024,0,2,2,6,"As a fervent supporter of PTI, I passionately advocate for its vision of a corruption-free and prosperous Pakistan under Imran Khan's leadership.",Abdul Samad
ajik38933950,Ajik,palestine free is a must !!!,,6.0,145.0,4469.0,October 2019,0,2,2,6,palestine free is a must !!!,Ajik
