username,profile_url,display_name,description,location,followers_count,following_count,statuses_count,created_at,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score,target_population,locals_vs_diaspora,person_vs_organization,comments
ahmed17032001,https://x.com/ahmed17032001,Ahmed1379,,,1.0,137.0,20.0,August 2025,2,0.3392,0.3315,0.3292,0.3392,0.6608,1,2,1,iranian political commentator
adamfnward,https://x.com/adamfnward,Adam Ward,,,0.0,49.0,35.0,October 2023,2,0.3392,0.3315,0.3292,0.3392,0.6608,0,,1,american far-right account
ali1427_rad,https://x.com/ali1427_rad,Ali rad 109,,,0.0,119.0,27.0,November 2024,2,0.3392,0.3315,0.3292,0.3392,0.6608,0,,1,giveaway spam account
alisoleymaiii,https://x.com/alisoleymaiii,مبارز صلح,,,13.0,244.0,57.0,February 2024,2,0.3392,0.3379,0.3229,0.3392,0.6608,1,2,1,iranian nationalist account
aliyu_hass50470,https://x.com/aliyu_hass50470,Aliyu Adam Hassan,,,6.0,588.0,7.0,July 2023,2,0.3392,0.3315,0.3292,0.3392,0.6608,0,,1,nigerian crypto account
adaneabel3426,https://x.com/adaneabel3426,Abel Adane,,,6.0,190.0,13.0,December 2024,2,0.3392,0.3315,0.3292,0.3392,0.6608,0,,1,ethiopian account
aliibeyranvand,https://x.com/aliibeyranvand,Alireza Beyranvand,Iran National goalkeeper  @TeamMelliIran @persepolisfc,,0.0,28.0,52.0,April 2020,2,0.3392,0.3316,0.3292,0.3392,0.6608,1,1,1,iran national goalkeeper
ali_ghm1993,https://x.com/ali_ghm1993,Ali Ghiamy,,,7.0,669.0,19.0,July 2024,2,0.3392,0.3315,0.3292,0.3392,0.6608,2,,2,private account
adarehgharibi,https://x.com/adarehgharibi,Amirhosein Zandi darehgharibi,دکترای جامعه شناسی,,5.0,217.0,39.0,August 2025,2,0.3392,0.3315,0.3292,0.3392,0.6608,1,1,1,iranian sociologist account
ahmedjoia15116,https://x.com/ahmedjoia15116,Ahmed kahlid Joia,,,37.0,500.0,14.0,June 2024,2,0.3392,0.3379,0.3229,0.3392,0.6608,0,,1,arabic spam bot
_ipesarekhob,https://x.com/_ipesarekhob,پِسَرِ خوبْ,,,899.0,1056.0,3112.0,August 2022,0,0.3395,0.3395,0.3247,0.3358,0.6605,1,2,1,persian personal account
alsynya1,https://x.com/alsynya1,أرض النفاق,,,220.0,1932.0,580.0,December 2021,0,0.3395,0.3395,0.3247,0.3358,0.6605,0,,1,arabic shia account
alastairmurra18,https://x.com/alastairmurra18,Alastair Murray,,,347.0,3178.0,154.0,March 2022,0,0.3395,0.3395,0.3247,0.3358,0.6605,0,,1,british-australian nationalist account
a9b9e3m1,https://x.com/a9b9e3m1,Ali Erfani,,,1.0,83.0,0.0,May 2021,0,0.3401,0.3401,0.3211,0.3389,0.6599,2,,2,private account
aghdadaash,https://x.com/aghdadaash,آق داداش,,,1.0,161.0,29.0,April 2022,0,0.3402,0.3402,0.3292,0.3306,0.6598,2,,2,private account
ajmalzamani4,https://x.com/ajmalzamani4,Ajmal Zamani,,,6.0,256.0,5.0,August 2022,0,0.3402,0.3402,0.3292,0.3306,0.6598,0,,1,afghan spam account
_sihelvi,https://x.com/_sihelvi,İbn Kusay el Kerhani,sex felsefesi etik iyi sikiş felsefesi oncul anal kusay aşığı,,16.0,73.0,119.0,August 2025,1,0.3409,0.3248,0.3409,0.3342,0.6591,0,,1,turkish troll account
13virginiawoolf,https://x.com/13virginiawoolf,ویرجینیا وولف مناطق محروم,,El Dorado,4064.0,673.0,2320.0,November 2016,0,0.3411,0.3411,0.3298,0.3291,0.6589,1,0,1,iranian activist toronto
abedimonfared1,https://x.com/abedimonfared1,"Reza Abedi, Psychology Expert",من یک ایرانی مسلمانم و به ایرانی‌بودن و مسلمان‌بودنم افتخار می‌کنم فالو = فالو بک در اسرع وقت,,1598.0,1688.0,2095.0,October 2021,1,0.3414,0.3408,0.3414,0.3178,0.6586,1,2,1,iranian religious account
akramsharifi,https://x.com/akramsharifi,akram sharifi,Journalist /Foreign Policy,"Tehran, Iran",0.0,1591.0,1386.0,January 2013,1,0.3414,0.3389,0.3414,0.3197,0.6586,1,1,1,iranian journalist tehran
abbasi_j_5,https://x.com/abbasi_j_5,عباسی ۴,مهندس برق_عمران/کارشناس رسمی دادگستری/کنشگر و فعال اجتماعی و صنفی/آرزومند ایرانی آباد، شاد و قدرتمند,,1280.0,4321.0,2241.0,December 2022,1,0.3415,0.3322,0.3415,0.3262,0.6585,1,1,1,iranian engineer account
about_shaamim,https://x.com/about_shaamim,Shamim,,,1722.0,114.0,339.0,September 2022,1,0.3415,0.3299,0.3415,0.3286,0.6585,1,2,1,persian personal account
__shim__shim,https://x.com/__shim__shim,Sh!m@,,NY,5769.0,523.0,0.0,September 2017,2,0.3415,0.3409,0.3175,0.3415,0.6585,1,0,1,iranian in ny
akef1680,https://x.com/akef1680,Akef,,,6.0,50.0,1261.0,August 2025,2,0.3416,0.318,0.3404,0.3416,0.6584,1,1,1,pro-regime account iran
ala_ti_ti,https://x.com/ala_ti_ti,الا‌ تى‌تى,"Hello, I'm still here. All that's left of yesterday!",همه‌جا,2447.0,546.0,1400.0,October 2017,0,0.3416,0.3416,0.3366,0.3218,0.6584,1,0,1,iranian in sydney
airwallex,https://x.com/airwallex,Airwallex,Empowering modern businesses to grow beyond borders,"Melbourne, Victoria",9375.0,516.0,1755.0,December 2015,0,0.3416,0.3416,0.3366,0.3218,0.6584,0,,0,fintech company
alinaghi2018,https://x.com/alinaghi2018,AliNaghi,,,5675.0,1284.0,1150.0,March 2018,0,0.3417,0.3417,0.3264,0.3318,0.6583,1,0,1,iranian opposition australia
alan1234454,https://x.com/alan1234454,ئالان,,,42.0,184.0,435.0,April 2024,2,0.3417,0.3243,0.334,0.3417,0.6583,1,2,1,iranian personal account
aliaydinfromaz,https://x.com/aliaydinfromaz,AliAydin,,,30.0,84.0,260.0,December 2024,2,0.3417,0.3243,0.334,0.3417,0.6583,0,,1,pan-turkist azeri account
aanahelll,https://x.com/aanahelll,Atefeh,,,62.0,93.0,107.0,November 2022,2,0.3417,0.3243,0.334,0.3417,0.6583,1,2,1,iranian opposition account
aaaaaaav69,https://x.com/aaaaaaav69,Sasasaa,,,51.0,245.0,405.0,September 2024,2,0.3417,0.3243,0.334,0.3417,0.6583,0,,1,tech crypto account
aghmamrez,https://x.com/aghmamrez,آق‌ممرض,در آغوش کسشر برای دست‌به‌سرکردن اندوه,,3095.0,335.0,1307.0,October 2013,0,0.3417,0.3417,0.3338,0.3245,0.6583,1,2,1,persian poetic account
abubakarnu55384,https://x.com/abubakarnu55384,Nura Abubakar,,,14.0,77.0,116.0,February 2025,2,0.3417,0.3243,0.334,0.3417,0.6583,0,,1,nigerian crypto account
ahmadisaye35320,https://x.com/ahmadisaye35320,sayed Ahmadi,,,80.0,304.0,1615.0,March 2025,2,0.3417,0.3243,0.334,0.3417,0.6583,0,,1,pashtun afghan account
ahangar_fa44154,https://x.com/ahangar_fa44154,fufu,,Mazandaran,9.0,49.0,507.0,September 2025,2,0.3417,0.3239,0.3344,0.3417,0.6583,1,2,1,iranian personal account
_garrulus,https://x.com/_garrulus,Garrulus,,,112.0,475.0,654.0,July 2025,2,0.3417,0.3243,0.334,0.3417,0.6583,2,,2,private account
_hasanbro,https://x.com/_hasanbro,Hasan Bro,Muslim,,94.0,249.0,173.0,October 2025,2,0.3417,0.3243,0.334,0.3417,0.6583,2,,2,suspended account
abedini_farzane,https://x.com/abedini_farzane,Farzane Abedini,,,79.0,177.0,3931.0,January 2023,2,0.3417,0.3243,0.334,0.3417,0.6583,1,2,1,iranian no content
2025_samuel,https://x.com/2025_samuel,Dr . Samuel 2025 Samuel arockiasamy (Sam),,,50.0,786.0,19.0,November 2025,2,0.3419,0.3379,0.3202,0.3419,0.6581,0,,1,indian account
almww10,https://x.com/almww10,almomo,,,19.0,776.0,9.0,October 2025,2,0.3419,0.3379,0.3202,0.3419,0.6581,2,,2,private account
ali_damghani_84,https://x.com/ali_damghani_84,Alireza Damghani,دانشجوی علوم سیاسی دانشگاه تهران| Student of political science in UT| عضوی از خانواده حزب‌الله؛ یه جادی... از دیار امام رئوف(ع),,14.0,313.0,7.0,November 2024,0,0.3422,0.3422,0.3322,0.3255,0.6578,1,1,1,pro-regime student tehran
ahlulbayt__313,https://x.com/ahlulbayt__313,Ahlul•Bayt ♡ 📚,Student of Ahlulbayt (A.S)   This Page Is For All tiktok.com/@the_great_muh …,,8520.0,5043.0,2370.0,October 2016,0,0.3423,0.3423,0.3332,0.3245,0.6577,0,,1,shia religious account
ahmadsamadi1974,https://x.com/ahmadsamadi1974,Ahmad Samadi,"Senior Journalist  @IranInternational  TV  iranintl.com/en  @IranIntl_En  interested in EU, Germany, international&Iran affaires, Iaea, Iran nuclear",,5188.0,973.0,1979.0,February 2020,1,0.3426,0.3341,0.3426,0.3233,0.6574,1,0,1,iran international journalist
ahali73975790a,https://x.com/ahali73975790a,Şahəli,,Azerbaijan,23.0,107.0,19.0,March 2020,2,0.3429,0.3387,0.3184,0.3429,0.6571,0,,1,azerbaijani nationalist account
akbar50847775,https://x.com/akbar50847775,Akbar,,,8.0,64.0,34.0,April 2020,2,0.343,0.3264,0.3306,0.343,0.657,1,2,1,iranian opposition account
_fatemeramezani,https://x.com/_fatemeramezani,فاطم‌ه,,,9.0,24.0,540.0,March 2021,2,0.3436,0.3264,0.3301,0.3436,0.6564,1,2,1,iranian opposition account
acovertcovfefe,https://x.com/acovertcovfefe,The Doctor,"…and then, as the tale goes, there was a Question. The Oldest Question in the Universe: Who are you when there is No Grey Area?",United States,176.0,592.0,2790.0,January 2025,0,0.3436,0.3436,0.3284,0.328,0.6564,2,,2,account not found
abidiparisa,https://x.com/abidiparisa,Parisa Abidi,#Transgender #animal lover #Rebel #worker #Atheist #communist #Revolution,"Vancouver, British Columbia",1.0,0.0,5.0,January 2018,2,0.3436,0.3351,0.3212,0.3436,0.6564,1,0,1,iranian activist vancouver
31siye6,https://x.com/31siye6,しろ,,,25.0,45.0,4406.0,October 2021,2,0.3436,0.3327,0.3238,0.3436,0.6564,2,,2,account not found
adadpay,https://x.com/adadpay,Ali Dadpay,Economist & Educator | A man who makes sense of the world through data and ideas Alum:  @UWM  |  @Virginia_Tech  | Sharif Univ. | Niavaran,"Texas, USA",756.0,463.0,1434.0,August 2024,0,0.3436,0.3436,0.3284,0.328,0.6564,1,0,1,iranian-american economist
a_f_cebeci,https://x.com/a_f_cebeci,Ali Fuat Cebeci,konu vatansa gerisi teferruat,Türkiye,9013.0,5337.0,0.0,May 2021,2,0.3438,0.3357,0.3205,0.3438,0.6562,0,,1,turkish political account
alahwazireza,https://x.com/alahwazireza,Alahwazi Ridha,,"Wien, Österreich",389.0,397.0,665.0,February 2017,0,0.3439,0.3439,0.3225,0.3336,0.6561,1,0,1,ahwazi separatist vienna
alex99889,https://x.com/alex99889,alex,,iran,750.0,7499.0,3214.0,July 2019,1,0.3439,0.33,0.3439,0.326,0.6561,2,,2,private account
aditya_shrinath,https://x.com/aditya_shrinath,Aditya Shrinath,,"Jaipur, India",12.0,76.0,109.0,July 2019,0,0.3439,0.3439,0.3225,0.3336,0.6561,0,,1,indian consumer account
alyamaniyeen,https://x.com/alyamaniyeen,313اليماني515,,"Georgia, USA",77.0,989.0,1686.0,February 2024,0,0.344,0.344,0.3184,0.3376,0.656,0,,1,yemeni houthi account
adamant_85,https://x.com/adamant_85,AdamAnt,Up yours!,United States,32.0,304.0,1028.0,October 2025,0,0.344,0.344,0.3211,0.3349,0.656,0,,1,american conspiracy account
akram1445449,https://x.com/akram1445449,Akram,,,71.0,2043.0,14.0,January 2025,0,0.3445,0.3445,0.3137,0.3418,0.6555,0,,1,arabic spam account
1983ms13,https://x.com/1983ms13,Monkey,,"Dubai, United Arab Emirates",226.0,1945.0,2327.0,June 2024,2,0.3445,0.3368,0.3188,0.3445,0.6555,1,0,1,iranian opposition dubai
alisajed465625,https://x.com/alisajed465625,ALI SAJED,,,304.0,956.0,77.0,September 2025,2,0.3445,0.3242,0.3312,0.3445,0.6555,2,,2,suspended account
aleahmikul20525,https://x.com/aleahmikul20525,Princess Queen Aalieyaah Aleah Alal,,,116.0,1678.0,59.0,December 2023,0,0.3445,0.3445,0.3137,0.3418,0.6555,0,,1,yezidi cultural account
alrfat13271,https://x.com/alrfat13271,احمد صالح,,,362.0,5657.0,5.0,October 2023,0,0.3445,0.3445,0.3137,0.3418,0.6555,0,,1,arabic personal account
alihashemi78849,https://x.com/alihashemi78849,ali hshemi,,,324.0,3386.0,639.0,April 2025,0,0.3446,0.3446,0.3178,0.3376,0.6554,1,2,1,iranian no content
acharya_pa1,https://x.com/acharya_pa1,Pawan Acharya,Postdoctoral Scholar at UAB,,334.0,639.0,71.0,March 2012,0,0.3446,0.3446,0.3264,0.329,0.6554,0,,1,indian academic account
ahmedabdal94,https://x.com/ahmedabdal94,Ahmedabdalmohsen,لَنَا حَقٌّ فَإِن أُعْطِينَاهُ وَإِلَّا رَكِبْنَا أَعجَازَ الإِبِلِ وَإِن طَالَ السُّرَى الإمام علي ع,,4.0,276.0,4.0,November 2025,0,0.3449,0.3449,0.3214,0.3337,0.6551,0,,1,bahraini shia account
aghatac8,https://x.com/aghatac8,Aghata,"Art, skin and attitude   Each image tells a story...  Do you dare to see it completely?",,0.0,13.0,13.0,December 2025,0,0.3449,0.3449,0.3194,0.3357,0.6551,0,,1,cam model account
35pmrc4xezu0tvd,https://x.com/35pmrc4xezu0tvd,Максат,,,0.0,4.0,6.0,July 2019,0,0.3451,0.3451,0.3136,0.3413,0.6549,0,,1,kazakh account
alikalhamadi,https://x.com/alikalhamadi,Ali Al-Hamadi,,,0.0,27.0,249.0,May 2018,0,0.3452,0.3452,0.3176,0.3372,0.6548,2,,2,account not found
aarabisaeid,https://x.com/aarabisaeid,Saeid Aarabi,,,0.0,25.0,66.0,July 2025,2,0.3455,0.3314,0.3231,0.3455,0.6545,1,2,1,iranian reformist account
